customer_id,snapshot_date,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,senior_citizen,has_partner,has_dependents,paperless_billing,churn
6035-RIIOM,2024-01-03,54,two_year,bank_transfer,fiber_optic,97.2,5129.45,0,1,0,0,1,1,1,0,0,0,1,0
3797-VTIDR,2024-01-03,1,month_to_month,electronic_check,dsl,23.45,23.45,0,0,0,0,0,0,0,0,1,0,1,1
2568-BRGYX,2024-01-03,4,month_to_month,electronic_check,fiber_optic,70.2,237.95,0,0,0,0,0,0,0,0,0,0,1,1
2775-SEFEE,2024-01-03,0,two_year,bank_transfer,dsl,61.9,0.0,1,1,0,1,0,0,1,0,0,1,1,0
4291-SHSBH,2024-01-03,7,month_to_month,electronic_check,fiber_optic,69.55,521.35,0,0,0,0,0,0,0,0,0,0,1,0
4635-EJYPD,2024-01-03,32,two_year,mailed_check,none,18.95,613.95,0,0,0,0,0,0,0,0,1,1,0,0
2607-DHDAK,2024-01-03,72,two_year,credit_card,none,19.8,1414.65,0,0,0,0,0,0,0,0,1,1,1,0
5204-QZXPU,2024-01-03,19,month_to_month,electronic_check,dsl,39.65,733.35,0,0,1,0,1,0,0,0,0,0,1,1
0221-NAUXK,2024-01-03,10,one_year,bank_transfer,none,19.95,219.5,0,0,0,0,0,0,0,0,0,1,1,0
3398-ZOUAA,2024-01-03,21,month_to_month,electronic_check,fiber_optic,69.1,1474.75,0,0,0,0,0,0,0,1,1,0,1,1
1768-HNVGJ,2024-01-03,45,month_to_month,electronic_check,dsl,70.05,3062.45,1,0,0,1,0,1,1,1,0,0,1,0
5917-RYRMG,2024-01-03,32,one_year,credit_card,none,19.8,587.7,0,0,0,0,0,0,0,1,0,0,0,0
3858-XHYJO,2024-01-03,40,one_year,bank_transfer,fiber_optic,105.75,4228.55,1,0,1,0,1,1,1,0,1,0,0,0
