customer_id,snapshot_date,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,senior_citizen,has_partner,has_dependents,paperless_billing,churn
7550-WIQVA,2024-01-06,50,one_year,electronic_check,fiber_optic,108.25,5431.4,1,1,1,0,1,1,1,0,1,1,1,0
7568-PODML,2024-01-06,1,month_to_month,mailed_check,dsl,45.3,45.3,0,0,0,0,1,1,0,0,0,0,1,1
7567-ECMCM,2024-01-06,24,month_to_month,credit_card,fiber_optic,79.85,2001.0,0,0,0,0,0,1,0,0,0,0,1,0
6445-TNRXS,2024-01-06,68,two_year,bank_transfer,fiber_optic,114.7,7849.85,1,1,1,1,1,1,1,0,1,1,1,0
8174-LNWMW,2024-01-06,31,two_year,credit_card,none,20.9,689.35,0,0,0,0,0,0,0,0,0,0,0,0
3566-CAAYU,2024-01-06,64,two_year,electronic_check,dsl,49.85,3210.35,0,1,1,1,0,1,0,0,1,1,0,0
2845-HSJCY,2024-01-06,14,month_to_month,electronic_check,fiber_optic,87.25,1258.6,0,0,1,0,0,1,1,0,1,1,1,1
9501-UKKNL,2024-01-06,59,month_to_month,electronic_check,dsl,51.7,3005.8,0,0,0,1,1,1,0,0,0,0,1,0
5214-NLTIT,2024-01-06,72,two_year,credit_card,fiber_optic,90.8,6511.8,0,0,1,0,0,1,1,0,1,1,1,0
7295-JOMMD,2024-01-06,4,month_to_month,bank_transfer,fiber_optic,98.1,396.3,0,0,1,1,1,1,0,0,0,1,1,1
3707-LRWZD,2024-01-06,32,one_year,electronic_check,fiber_optic,84.05,2781.85,0,0,0,0,1,0,1,0,0,0,0,1
2573-GYRUU,2024-01-06,48,month_to_month,credit_card,fiber_optic,91.05,4370.75,0,0,1,0,0,1,1,1,1,0,1,0
6295-OSINB,2024-01-06,72,two_year,electronic_check,fiber_optic,109.65,7880.25,1,1,1,0,1,1,1,0,1,0,1,0
3071-VBYPO,2024-01-06,3,month_to_month,electronic_check,fiber_optic,89.85,248.4,1,1,0,0,1,0,0,0,1,1,0,0
8639-NHQEI,2024-01-06,72,two_year,bank_transfer,fiber_optic,95.9,6954.15,1,1,0,0,1,0,1,0,1,1,1,0
5950-AAAGJ,2024-01-06,18,month_to_month,bank_transfer,fiber_optic,84.3,1537.9,0,0,0,0,1,0,1,0,0,0,0,0
2274-XUATA,2024-01-06,72,two_year,bank_transfer,dsl,63.1,4685.55,1,1,1,1,1,1,0,1,1,0,1,0
5307-DZCVC,2024-01-06,32,month_to_month,credit_card,fiber_optic,85.95,2628.6,0,0,0,0,1,0,1,1,1,0,1,1
1564-NTYXF,2024-01-06,13,month_to_month,electronic_check,fiber_optic,82.0,1127.2,0,0,0,0,0,1,1,1,0,0,1,1
0909-SDHNU,2024-01-06,7,month_to_month,mailed_check,dsl,29.8,201.95,1,0,0,0,0,0,0,0,0,1,0,0
5876-HZVZM,2024-01-06,6,month_to_month,credit_card,dsl,55.9,365.35,1,1,0,0,0,0,0,0,1,1,0,1
1575-KRZZE,2024-01-06,4,month_to_month,electronic_check,dsl,55.2,220.65,1,1,0,0,0,0,0,0,0,0,0,0
3752-CQSJI,2024-01-06,13,month_to_month,mailed_check,none,20.45,254.5,0,0,0,0,0,0,0,0,1,1,1,0
0868-VJRDR,2024-01-06,64,two_year,credit_card,fiber_optic,104.05,6605.55,1,1,0,1,1,1,0,0,1,0,1,0
9584-EXCDZ,2024-01-06,17,month_to_month,bank_transfer,fiber_optic,70.5,1165.6,0,0,0,0,0,0,0,0,0,0,0,0
0980-PVMRC,2024-01-06,40,month_to_month,electronic_check,dsl,50.85,2036.55,0,1,0,0,1,1,0,0,1,1,1,0
8108-UXRQN,2024-01-06,11,month_to_month,electronic_check,dsl,50.55,565.35,1,0,0,0,1,1,0,0,1,1,0,0
6377-KSLXC,2024-01-06,5,month_to_month,mailed_check,none,19.95,107.05,0,0,0,0,0,0,0,0,0,0,0,0
7892-QVYKW,2024-01-06,23,month_to_month,electronic_check,fiber_optic,85.6,1868.4,0,0,0,0,0,1,1,0,1,1,0,0
8932-CZHRQ,2024-01-06,68,one_year,credit_card,dsl,76.75,5233.25,1,1,1,0,0,1,1,0,0,0,0,0
2254-DLXRI,2024-01-06,1,month_to_month,mailed_check,fiber_optic,79.15,79.15,0,1,0,0,0,0,1,0,0,0,1,0
4077-HWUYD,2024-01-06,72,two_year,bank_transfer,dsl,87.55,6463.15,1,1,1,1,1,1,1,0,1,1,1,0
8745-PVESG,2024-01-06,57,one_year,credit_card,dsl,41.1,2258.25,1,0,1,1,0,0,0,0,0,0,1,0
8261-GWDBQ,2024-01-06,60,two_year,bank_transfer,fiber_optic,116.05,6925.9,1,1,1,1,1,1,1,1,1,0,1,0
