customer_id,snapshot_date,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,senior_citizen,has_partner,has_dependents,paperless_billing,churn
9651-GTSAQ,2024-01-09,53,one_year,bank_transfer,fiber_optic,106.1,5769.75,1,1,1,0,1,1,0,0,1,0,1,1
1113-IUJYX,2024-01-09,14,one_year,mailed_check,fiber_optic,105.95,1348.9,1,1,0,1,1,1,0,0,1,0,0,1
3745-HRPHI,2024-01-09,66,two_year,bank_transfer,dsl,54.65,3632.0,0,0,1,1,1,1,0,0,1,1,0,0
8375-KVTHK,2024-01-09,68,one_year,electronic_check,fiber_optic,100.3,6754.35,0,1,0,1,1,1,0,0,1,0,1,0
9972-NKTFD,2024-01-09,28,month_to_month,bank_transfer,dsl,54.65,1517.5,0,1,0,1,0,0,0,0,0,0,0,0
4592-IWTJI,2024-01-09,3,month_to_month,credit_card,dsl,29.7,91.7,1,0,0,0,0,0,0,0,1,1,0,1
9058-MJLZC,2024-01-09,24,month_to_month,electronic_check,fiber_optic,94.6,2283.15,1,0,0,0,1,1,0,0,0,0,1,0
9026-LHEVG,2024-01-09,9,month_to_month,electronic_check,dsl,40.75,359.4,0,1,0,0,0,1,0,0,0,0,0,0
4623-ZKHLY,2024-01-09,22,month_to_month,bank_transfer,none,20.45,471.55,0,0,0,0,0,0,0,0,1,0,1,0
8677-HDZEE,2024-01-09,56,month_to_month,bank_transfer,fiber_optic,105.45,5916.95,0,1,0,1,1,1,1,0,0,0,1,0
3470-BTGQO,2024-01-09,21,month_to_month,mailed_check,dsl,45.65,985.05,0,0,0,0,0,0,0,0,0,1,0,0
3372-KWFBM,2024-01-09,16,month_to_month,electronic_check,fiber_optic,86.6,1281.0,0,0,0,0,1,0,1,1,0,0,1,1
6024-RUGGH,2024-01-09,72,two_year,bank_transfer,none,25.2,1798.9,0,0,0,0,0,0,1,0,1,1,1,0
8950-MTZNV,2024-01-09,1,month_to_month,mailed_check,dsl,44.95,44.95,0,0,0,0,0,0,0,0,0,0,1,0
6088-BXMRG,2024-01-09,32,month_to_month,electronic_check,fiber_optic,98.85,3089.6,0,1,0,0,1,1,1,0,1,1,1,0
6124-ACRHJ,2024-01-09,1,month_to_month,mailed_check,none,19.75,19.75,0,0,0,0,0,0,0,0,0,0,0,0
9467-ROOLM,2024-01-09,25,month_to_month,mailed_check,none,19.05,461.3,0,0,0,0,0,0,0,0,0,0,0,0
9798-DRYDS,2024-01-09,17,one_year,mailed_check,dsl,61.95,1070.7,0,0,1,1,0,0,1,0,1,1,1,0
2037-XJFUP,2024-01-09,33,one_year,electronic_check,fiber_optic,95.8,3036.75,0,0,1,0,1,1,0,0,1,0,1,1
3059-NGMXB,2024-01-09,14,month_to_month,mailed_check,dsl,69.2,944.65,1,1,0,0,0,1,1,0,1,1,0,0
6115-ZTBFQ,2024-01-09,72,two_year,bank_transfer,dsl,65.5,4919.7,1,1,1,1,1,1,0,0,1,0,0,0
7975-TZMLR,2024-01-09,47,one_year,electronic_check,fiber_optic,103.1,4889.3,0,1,1,0,1,1,1,0,0,0,1,0
2359-QWQUL,2024-01-09,39,one_year,credit_card,fiber_optic,104.7,4134.85,1,0,1,1,1,1,0,0,1,0,1,1
5955-EPOAZ,2024-01-09,6,month_to_month,mailed_check,none,20.95,109.5,0,0,0,0,0,0,0,0,0,0,1,0
2907-ILJBN,2024-01-09,11,one_year,mailed_check,none,20.6,233.9,0,0,0,0,0,0,0,0,1,1,0,0
4619-EVPHY,2024-01-09,20,one_year,bank_transfer,fiber_optic,91.0,1859.5,0,0,0,0,1,1,0,1,1,0,1,0
5339-TJFEK,2024-01-09,62,month_to_month,electronic_check,fiber_optic,105.5,6487.2,1,1,0,0,1,1,1,0,1,1,1,0
1334-FJSVR,2024-01-09,1,month_to_month,electronic_check,dsl,24.25,24.25,0,0,0,0,0,0,0,0,0,0,1,1
7758-UJWYS,2024-01-09,34,two_year,electronic_check,dsl,40.55,1325.85,0,0,0,1,1,0,0,0,1,1,1,0
1785-BPHTP,2024-01-09,28,month_to_month,electronic_check,fiber_optic,85.45,2289.9,0,0,1,0,1,0,0,0,1,1,0,0
3941-XTSKM,2024-01-09,42,one_year,credit_card,dsl,45.1,2049.05,0,1,1,0,0,1,0,0,1,1,1,0
9381-NDKME,2024-01-09,24,month_to_month,credit_card,dsl,40.65,933.3,0,0,1,0,0,1,0,1,1,0,1,1
2101-RANCD,2024-01-09,55,month_to_month,electronic_check,fiber_optic,73.1,4144.9,0,0,0,0,0,0,1,0,0,0,1,0
2362-IBOOY,2024-01-09,36,month_to_month,electronic_check,fiber_optic,84.75,3050.15,0,0,0,0,0,1,1,0,0,0,1,1
0733-VUNUW,2024-01-09,24,month_to_month,bank_transfer,dsl,55.65,1400.55,1,0,0,0,0,0,1,0,0,0,1,1
4923-ADWXJ,2024-01-09,25,month_to_month,bank_transfer,dsl,65.8,1679.65,0,1,0,1,0,1,0,0,0,0,1,0
1403-LKLIK,2024-01-09,33,one_year,mailed_check,none,20.1,579.4,0,0,0,0,0,0,0,0,1,1,0,0
9885-CSMWE,2024-01-09,1,month_to_month,electronic_check,fiber_optic,78.45,78.45,0,0,0,0,1,0,0,1,0,0,0,1
5804-LEPIM,2024-01-09,2,month_to_month,electronic_check,fiber_optic,70.35,139.05,0,0,0,0,0,0,0,1,0,0,1,1
7641-TQFHN,2024-01-09,39,two_year,mailed_check,fiber_optic,100.55,3895.35,0,0,0,1,1,1,1,0,0,1,0,0
4701-AHWMW,2024-01-09,55,month_to_month,bank_transfer,dsl,54.55,2978.3,0,0,1,1,1,1,0,0,1,0,1,1
2824-DXNKN,2024-01-09,72,two_year,bank_transfer,dsl,71.45,5025.85,1,0,1,0,1,0,1,0,1,1,1,0
3487-EARAT,2024-01-09,70,one_year,credit_card,dsl,74.1,5222.3,1,1,1,1,0,1,0,0,1,1,0,0
