customer_id,snapshot_date,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,senior_citizen,has_partner,has_dependents,paperless_billing,churn
2592-HODOV,2024-01-04,13,one_year,credit_card,none,19.3,259.65,0,0,0,0,0,0,0,0,0,0,0,0
7826-VVKWT,2024-01-04,24,two_year,electronic_check,fiber_optic,96.55,2263.45,0,0,1,0,1,1,0,1,1,1,1,0
1658-TJVOA,2024-01-04,6,month_to_month,electronic_check,fiber_optic,74.1,450.9,1,0,0,0,0,0,0,1,0,0,1,0
2439-LYPMQ,2024-01-04,38,month_to_month,electronic_check,fiber_optic,102.6,4009.2,0,1,1,0,1,1,1,1,1,0,1,0
7596-LDUXP,2024-01-04,12,one_year,credit_card,fiber_optic,85.15,979.05,1,0,0,0,1,0,0,0,0,0,1,0
4524-QCSSM,2024-01-04,26,month_to_month,bank_transfer,dsl,44.65,1156.55,1,1,0,0,0,1,0,0,0,0,1,0
7816-VGHTO,2024-01-04,6,two_year,mailed_check,dsl,40.55,217.5,0,1,1,1,0,0,0,0,1,1,0,0
3092-IGHWF,2024-01-04,67,one_year,electronic_check,fiber_optic,87.4,5918.8,0,1,1,0,0,0,1,0,1,1,0,1
6646-QVXLR,2024-01-04,62,one_year,electronic_check,fiber_optic,103.75,6383.35,0,1,1,0,1,1,1,1,1,0,1,1
9074-KGVOX,2024-01-04,50,month_to_month,credit_card,dsl,39.45,2021.35,1,0,0,0,1,0,0,0,1,1,1,0
5360-XGYAZ,2024-01-04,72,two_year,bank_transfer,dsl,65.65,4664.5,1,1,1,1,1,1,0,0,1,1,1,0
0354-WYROK,2024-01-04,31,month_to_month,electronic_check,fiber_optic,98.9,2911.3,0,0,1,1,1,1,0,1,1,1,1,1
9778-OGKQZ,2024-01-04,72,two_year,credit_card,dsl,92.0,6782.15,1,1,1,1,1,1,1,0,1,0,1,0
4139-JPIAM,2024-01-04,51,month_to_month,credit_card,dsl,44.45,2181.55,1,0,0,1,0,1,0,0,0,0,1,0
3727-JEZTU,2024-01-04,1,month_to_month,mailed_check,none,20.4,20.4,0,0,0,0,0,0,0,0,0,0,0,0
3882-IYOIJ,2024-01-04,60,two_year,credit_card,fiber_optic,115.25,6758.45,1,1,1,1,1,1,1,0,1,1,0,0
4335-UPJSI,2024-01-04,24,two_year,mailed_check,none,19.75,498.1,0,0,0,0,0,0,0,0,0,1,0,0
7760-OYPDY,2024-01-04,2,month_to_month,electronic_check,fiber_optic,80.65,144.15,0,0,0,0,1,0,0,0,0,0,1,1
7786-WBJYI,2024-01-04,4,month_to_month,bank_transfer,fiber_optic,77.95,305.55,0,1,0,0,0,0,1,0,0,0,0,1
4102-HLENU,2024-01-04,67,two_year,mailed_check,dsl,65.65,4322.85,1,1,1,0,0,0,1,0,1,0,0,0
7718-UPSKJ,2024-01-04,69,one_year,credit_card,fiber_optic,106.4,7251.9,1,1,0,1,1,1,0,0,1,0,1,0
4110-PFEUZ,2024-01-04,1,month_to_month,mailed_check,fiber_optic,69.55,69.55,0,0,0,0,0,0,0,0,0,0,0,1
3768-VHXQO,2024-01-04,67,two_year,credit_card,none,24.85,1583.5,0,0,0,0,0,0,1,0,1,0,0,0
3027-ZTDHO,2024-01-04,1,month_to_month,electronic_check,fiber_optic,89.9,89.9,0,0,0,0,1,1,0,0,0,0,1,1
4833-QTJNO,2024-01-04,67,month_to_month,bank_transfer,fiber_optic,83.85,5588.8,1,1,0,0,0,0,1,1,1,0,0,0
0141-YEAYS,2024-01-04,27,month_to_month,bank_transfer,fiber_optic,86.45,2401.05,0,1,1,0,0,0,1,1,0,0,1,0
9822-WMWVG,2024-01-04,41,month_to_month,electronic_check,fiber_optic,106.5,4282.4,1,1,1,1,1,0,1,0,0,0,1,0
3612-YUNGG,2024-01-04,64,two_year,credit_card,fiber_optic,109.2,6741.15,0,1,1,1,1,1,1,0,1,1,1,0
7665-TOALD,2024-01-04,1,month_to_month,electronic_check,fiber_optic,69.6,69.6,0,0,0,0,0,0,0,0,0,0,1,1
5027-XWQHA,2024-01-04,6,month_to_month,electronic_check,dsl,44.75,270.95,0,0,0,0,0,0,0,0,0,0,0,1
9443-JUBUO,2024-01-04,72,two_year,credit_card,dsl,65.25,4478.85,1,1,1,1,1,1,0,0,1,1,1,0
2325-ZUSFD,2024-01-04,57,one_year,bank_transfer,dsl,70.1,3913.3,1,0,0,0,1,1,0,0,1,1,1,1
6953-PBDIN,2024-01-04,70,two_year,bank_transfer,dsl,72.95,5265.55,0,1,1,1,1,0,1,0,1,0,0,0
3247-ZVOUO,2024-01-04,10,month_to_month,electronic_check,fiber_optic,85.55,851.75,0,0,0,0,0,1,1,1,1,0,0,1
6629-CZTTH,2024-01-04,1,month_to_month,mailed_check,dsl,55.7,55.7,0,0,0,0,0,1,0,0,0,0,1,1
2176-LVPNX,2024-01-04,71,two_year,mailed_check,dsl,89.85,6293.45,1,1,1,1,1,1,1,1,0,0,0,0
9505-SQFSW,2024-01-04,3,month_to_month,mailed_check,dsl,40.3,92.5,0,1,0,0,0,1,0,0,1,1,0,0
1705-GUHPV,2024-01-04,63,two_year,mailed_check,none,24.2,1618.2,0,0,0,0,0,0,1,0,0,0,0,0
7978-DKUQH,2024-01-04,25,month_to_month,electronic_check,fiber_optic,74.6,1797.75,0,0,1,0,0,0,0,0,1,0,1,0
7608-RGIRO,2024-01-04,62,two_year,mailed_check,none,24.4,1413.0,0,0,0,0,0,0,1,0,0,1,1,0
3807-BPOMJ,2024-01-04,55,one_year,electronic_check,fiber_optic,94.75,5276.1,1,0,0,0,1,1,0,0,1,0,1,0
1960-UOTYM,2024-01-04,52,two_year,electronic_check,dsl,79.2,4016.3,1,1,1,0,1,1,0,0,1,1,0,0
9560-ARGQJ,2024-01-04,16,month_to_month,electronic_check,fiber_optic,81.0,1312.15,0,0,0,0,1,0,0,0,0,1,1,1
5294-DMSFH,2024-01-04,29,month_to_month,credit_card,fiber_optic,87.8,2621.75,0,0,0,0,1,1,0,0,1,1,1,0
2485-ITVKB,2024-01-04,2,month_to_month,electronic_check,dsl,35.1,68.75,0,0,0,0,0,1,0,0,1,0,1,1
7967-HYCDE,2024-01-04,8,month_to_month,bank_transfer,fiber_optic,70.7,553.4,0,0,0,0,0,0,0,0,0,0,0,0
2135-DQWAQ,2024-01-04,5,month_to_month,mailed_check,fiber_optic,85.3,420.45,0,1,0,0,1,0,0,0,0,0,1,0
5396-IZEPB,2024-01-04,9,month_to_month,credit_card,none,19.7,180.7,0,0,0,0,0,0,0,0,0,0,0,0
6022-UGGSO,2024-01-04,32,month_to_month,electronic_check,fiber_optic,74.4,2276.95,0,1,0,0,0,0,0,1,0,0,1,1
7971-HLVXI,2024-01-04,72,two_year,credit_card,fiber_optic,84.5,6130.85,0,0,0,0,0,1,1,0,1,1,1,0
7021-XSNYE,2024-01-04,7,two_year,credit_card,dsl,49.65,305.55,1,0,1,1,0,1,0,0,1,1,0,0
1986-PHGZF,2024-01-04,18,month_to_month,credit_card,dsl,58.4,964.9,1,1,0,0,0,0,1,1,0,0,1,0
5118-MUEYH,2024-01-04,48,month_to_month,credit_card,fiber_optic,105.1,5083.55,0,1,0,1,1,1,1,0,1,0,1,0
3841-NFECX,2024-01-04,71,two_year,credit_card,fiber_optic,96.35,6766.95,1,1,1,1,0,0,1,1,1,0,1,0
3494-JCHRQ,2024-01-04,1,month_to_month,electronic_check,fiber_optic,70.05,70.05,0,0,0,0,0,0,0,0,0,0,1,1
5440-VHLUL,2024-01-04,69,one_year,bank_transfer,fiber_optic,105.2,7386.05,0,1,0,1,1,1,1,0,0,0,1,0
3154-HMWUU,2024-01-04,60,two_year,bank_transfer,none,20.5,1198.8,0,0,0,0,0,0,0,0,1,0,1,0
0616-ATFGB,2024-01-04,1,month_to_month,electronic_check,dsl,25.05,25.05,0,0,0,0,0,0,0,1,1,0,0,1
2607-FBDFF,2024-01-04,1,month_to_month,credit_card,dsl,49.0,49.0,0,0,0,1,0,0,0,0,0,0,0,0
3717-LNXKW,2024-01-04,38,month_to_month,bank_transfer,fiber_optic,91.7,3479.05,1,0,0,0,1,0,1,0,1,0,0,0
1336-EZFZY,2024-01-04,4,month_to_month,mailed_check,none,20.05,83.3,0,0,0,0,0,0,0,0,0,0,0,0
7954-MLBUN,2024-01-04,31,two_year,bank_transfer,fiber_optic,99.45,3109.9,0,0,1,1,1,1,0,0,0,0,0,0
6646-JPPHA,2024-01-04,14,month_to_month,electronic_check,fiber_optic,78.85,1043.8,1,1,0,0,0,0,0,1,0,0,0,0
0013-SMEOE,2024-01-04,71,two_year,bank_transfer,fiber_optic,109.7,7904.25,1,1,1,1,1,1,0,1,1,0,1,0
9878-TNQGW,2024-01-04,2,month_to_month,electronic_check,fiber_optic,80.95,171.15,0,0,0,0,0,1,0,0,0,0,1,1
9777-IQHWP,2024-01-04,64,two_year,bank_transfer,fiber_optic,93.4,5822.3,1,0,1,0,0,1,1,0,1,1,0,0
0570-BFQHT,2024-01-04,9,month_to_month,electronic_check,fiber_optic,80.55,653.9,0,1,1,0,0,0,0,0,0,0,0,0
5285-MVEHD,2024-01-04,56,one_year,credit_card,fiber_optic,105.6,6068.65,1,1,1,0,1,1,0,0,1,0,1,0
9093-FPDLG,2024-01-04,11,month_to_month,electronic_check,fiber_optic,94.2,999.9,0,1,1,1,0,1,0,0,0,0,1,0
2848-YXSMW,2024-01-04,72,two_year,credit_card,none,19.4,1363.25,0,0,0,0,0,0,0,0,1,1,0,0
0970-QXPXW,2024-01-04,1,month_to_month,mailed_check,none,19.65,19.65,0,0,0,0,0,0,0,0,0,0,0,0
2522-AHJXR,2024-01-04,60,month_to_month,bank_transfer,fiber_optic,109.45,6572.85,1,0,1,1,1,1,1,0,1,0,1,0
9373-WSLOY,2024-01-04,33,month_to_month,electronic_check,dsl,50.0,1750.85,0,1,1,1,1,0,0,1,1,0,1,0
4277-BWBML,2024-01-04,72,two_year,bank_transfer,none,19.95,1322.85,0,0,0,0,0,0,0,0,1,1,0,0
6156-UZDLF,2024-01-04,26,one_year,credit_card,fiber_optic,87.15,2274.1,1,0,1,1,0,0,0,0,0,0,1,0
0378-TOVMS,2024-01-04,3,month_to_month,electronic_check,fiber_optic,85.8,272.2,0,0,0,1,0,1,0,0,0,0,0,1
2436-QBZFP,2024-01-04,22,month_to_month,electronic_check,dsl,39.2,849.9,0,1,0,0,1,0,0,0,1,1,0,0
3402-XRIUO,2024-01-04,22,month_to_month,mailed_check,dsl,63.55,1381.8,1,1,0,1,0,0,1,1,1,0,1,0
4929-BSTRX,2024-01-04,1,month_to_month,mailed_check,dsl,53.55,53.55,0,0,0,0,1,0,0,0,0,0,1,1
0285-INHLN,2024-01-04,27,month_to_month,credit_card,dsl,54.75,1510.3,1,1,0,0,0,0,0,0,1,1,1,0
4501-EQDRN,2024-01-04,1,month_to_month,bank_transfer,fiber_optic,69.7,69.7,0,0,0,0,0,0,0,0,0,0,0,1
0337-CNPZE,2024-01-04,41,month_to_month,electronic_check,fiber_optic,106.3,4443.45,0,1,1,0,1,1,1,0,0,0,1,1
2272-QAGFO,2024-01-04,14,month_to_month,electronic_check,fiber_optic,74.3,1096.25,0,0,0,0,0,0,1,1,0,0,1,1
5027-QPKTE,2024-01-04,7,month_to_month,electronic_check,fiber_optic,69.35,451.1,0,0,0,0,0,0,0,0,1,0,1,1
5423-BHIXO,2024-01-04,32,month_to_month,electronic_check,dsl,54.2,1739.6,0,1,0,0,0,0,1,0,0,0,1,0
1338-CECEE,2024-01-04,41,one_year,bank_transfer,dsl,68.5,2839.95,0,1,1,0,1,0,1,0,1,1,0,0
2718-GAXQD,2024-01-04,4,month_to_month,electronic_check,dsl,46.0,181.6,0,0,0,0,0,0,0,1,1,1,0,1
4521-WFJAI,2024-01-04,56,two_year,bank_transfer,none,25.95,1444.05,0,0,0,0,0,0,1,0,0,0,1,0
3336-JORSO,2024-01-04,33,month_to_month,electronic_check,fiber_optic,110.45,3655.45,0,1,1,1,1,1,1,1,0,0,1,1
5485-WUYWF,2024-01-04,2,month_to_month,bank_transfer,dsl,66.4,94.55,1,0,1,0,1,0,0,1,0,0,0,1
