customer_id,snapshot_date,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,senior_citizen,has_partner,has_dependents,paperless_billing,churn
5522-JBWMO,2024-01-05,1,month_to_month,electronic_check,dsl,44.0,44.0,0,0,0,0,0,0,0,0,0,1,0,0
1104-FEJAM,2024-01-05,28,month_to_month,electronic_check,dsl,64.4,1802.15,0,1,0,0,0,1,1,0,1,1,0,0
5067-DGXLL,2024-01-05,2,month_to_month,mailed_check,none,20.25,36.8,0,0,0,0,0,0,0,0,0,0,0,0
3398-GCPMU,2024-01-05,72,two_year,credit_card,dsl,89.55,6448.85,1,1,1,1,1,1,1,1,1,1,1,0
3736-BLEPA,2024-01-05,28,one_year,bank_transfer,fiber_optic,91.25,2483.65,0,1,0,1,1,0,0,0,0,0,1,0
2696-ECXKC,2024-01-05,55,one_year,mailed_check,fiber_optic,100.9,5448.6,1,0,0,0,1,1,1,0,1,1,0,0
2296-DKZFP,2024-01-05,65,two_year,bank_transfer,dsl,71.0,4386.2,1,1,1,0,0,1,0,0,1,0,0,0
9971-ZWPBF,2024-01-05,34,month_to_month,electronic_check,fiber_optic,108.9,3625.2,0,1,1,1,1,1,1,1,1,1,1,0
2634-HCZGT,2024-01-05,53,one_year,electronic_check,dsl,60.05,3229.65,1,0,0,1,0,0,1,1,1,0,1,1
7696-CFTAT,2024-01-05,37,two_year,bank_transfer,none,19.8,726.1,0,0,0,0,0,0,0,0,1,1,0,0
2189-WWOEW,2024-01-05,15,month_to_month,bank_transfer,fiber_optic,85.9,1269.55,0,1,0,0,0,1,0,0,0,1,1,1
5702-KVQRD,2024-01-05,71,two_year,electronic_check,dsl,82.55,5832.65,1,0,1,1,1,1,0,0,1,0,1,0
4343-EJVQB,2024-01-05,7,month_to_month,mailed_check,fiber_optic,74.35,533.6,1,0,0,0,0,0,0,0,0,0,0,0
3022-BEXHZ,2024-01-05,67,two_year,bank_transfer,fiber_optic,111.2,7530.8,0,1,1,1,1,1,1,0,1,1,1,0
2279-AXJJK,2024-01-05,52,month_to_month,credit_card,fiber_optic,95.65,5088.4,0,1,0,1,0,1,1,0,1,0,1,0
8213-TAZPM,2024-01-05,69,one_year,bank_transfer,fiber_optic,108.75,7493.05,0,1,1,1,1,1,1,0,1,1,1,0
6778-EICRF,2024-01-05,24,one_year,mailed_check,dsl,74.8,1821.2,1,0,0,0,1,1,1,0,1,1,0,0
2272-UOINI,2024-01-05,7,month_to_month,electronic_check,dsl,78.5,571.05,1,1,0,1,1,1,0,0,0,0,1,0
7452-FOLON,2024-01-05,39,one_year,bank_transfer,none,25.45,958.45,0,0,0,0,0,0,1,0,0,1,0,0
1215-EXRMO,2024-01-05,50,two_year,mailed_check,none,20.55,1067.65,0,0,0,0,0,0,0,0,1,0,0,0
9571-EDEBV,2024-01-05,71,one_year,credit_card,fiber_optic,98.65,6962.85,0,0,1,0,1,1,1,0,1,0,1,0
0854-UYHZD,2024-01-05,13,two_year,mailed_check,none,19.55,265.3,0,0,0,0,0,0,0,0,1,1,0,0
8992-CEUEN,2024-01-05,1,month_to_month,electronic_check,none,18.85,18.85,0,0,0,0,0,0,0,0,0,0,0,0
0082-OQIQY,2024-01-05,29,month_to_month,electronic_check,fiber_optic,94.2,2607.6,0,0,0,1,1,1,0,0,0,0,1,0
0822-QGCXA,2024-01-05,27,month_to_month,electronic_check,dsl,83.85,2310.2,0,1,1,1,1,1,1,1,1,0,0,0
5306-BVTKJ,2024-01-05,48,one_year,credit_card,dsl,55.8,2651.2,0,1,1,0,0,0,0,0,1,1,1,0
2472-OVKUP,2024-01-05,6,month_to_month,electronic_check,fiber_optic,91.0,531.0,0,1,1,0,0,1,0,0,1,0,1,1
8097-OMULG,2024-01-05,59,one_year,credit_card,dsl,76.75,4541.9,0,1,1,1,1,1,0,0,1,1,0,0
1421-HCERK,2024-01-05,30,month_to_month,bank_transfer,fiber_optic,105.7,3181.8,1,1,1,1,1,0,1,1,1,0,1,0
5918-VUKWP,2024-01-05,32,one_year,bank_transfer,none,20.55,654.55,0,0,0,0,0,0,0,0,0,0,0,0
3318-NMQXL,2024-01-05,3,month_to_month,electronic_check,fiber_optic,92.0,266.8,0,0,0,0,1,1,0,0,0,0,1,0
6921-OZMFH,2024-01-05,5,month_to_month,mailed_check,dsl,55.7,259.4,0,0,0,1,0,0,1,0,1,1,1,0
9415-ZNBSX,2024-01-05,70,two_year,bank_transfer,dsl,89.0,6293.2,1,1,1,1,1,1,1,0,1,1,1,0
5542-TBBWB,2024-01-05,1,month_to_month,electronic_check,fiber_optic,69.9,69.9,0,0,0,0,0,0,0,0,0,0,1,0
7401-JIXNM,2024-01-05,54,two_year,credit_card,dsl,91.3,4965.0,1,1,1,1,1,1,1,0,1,1,0,0
1452-UZOSF,2024-01-05,72,two_year,credit_card,fiber_optic,106.1,7548.6,1,1,1,1,1,0,1,0,1,1,1,0
0531-XBKMM,2024-01-05,66,two_year,bank_transfer,dsl,65.7,4378.9,1,1,0,1,0,0,1,0,0,1,0,0
5154-VEKBL,2024-01-05,9,month_to_month,mailed_check,dsl,58.5,539.85,1,0,1,1,1,1,0,0,0,0,0,1
2516-XSJKX,2024-01-05,41,two_year,electronic_check,dsl,78.45,3126.45,1,1,0,1,1,1,0,0,1,1,0,0
4782-OSFXZ,2024-01-05,71,two_year,bank_transfer,dsl,82.7,5831.2,1,1,1,1,0,1,1,1,1,0,1,0
9351-HXDMR,2024-01-05,72,two_year,credit_card,fiber_optic,110.9,8240.85,1,0,1,1,1,1,1,0,1,0,1,0
8309-PPCED,2024-01-05,72,two_year,bank_transfer,fiber_optic,110.45,7982.5,0,1,1,1,1,1,1,0,1,0,1,0
8802-UNOJF,2024-01-05,12,month_to_month,mailed_check,fiber_optic,83.8,1029.75,0,1,1,1,0,0,0,1,0,0,1,1
7753-USQYQ,2024-01-05,55,one_year,electronic_check,dsl,64.2,3627.3,0,1,0,1,0,1,0,0,0,0,1,0
4822-LPTYJ,2024-01-05,72,two_year,bank_transfer,fiber_optic,103.75,7346.2,0,1,1,0,1,1,1,0,1,0,1,0
3761-FLYZI,2024-01-05,65,month_to_month,bank_transfer,fiber_optic,108.8,7082.45,0,1,1,0,1,1,1,1,1,0,1,0
4636-QRJKY,2024-01-05,6,month_to_month,electronic_check,fiber_optic,80.5,502.85,0,0,0,1,0,0,1,0,1,1,1,1
3376-BMGFE,2024-01-05,4,month_to_month,bank_transfer,fiber_optic,70.9,273.0,0,0,0,0,0,0,0,0,0,0,1,1
