customer_id,snapshot_date,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,senior_citizen,has_partner,has_dependents,paperless_billing,churn
1024-GUALD,2024-01-01,1,month_to_month,electronic_check,dsl,24.8,24.8,0,0,0,0,0,0,0,0,1,0,1,1
0484-JPBRU,2024-01-01,41,month_to_month,bank_transfer,none,25.25,996.45,0,0,0,0,0,0,1,0,0,0,1,0
3620-EHIMZ,2024-01-01,52,two_year,mailed_check,none,19.35,1031.7,0,0,0,0,0,0,0,0,1,1,0,0
6910-HADCM,2024-01-01,1,month_to_month,electronic_check,fiber_optic,76.35,76.35,0,0,1,0,0,0,0,0,0,0,0,1
8587-XYZSF,2024-01-01,67,two_year,bank_transfer,dsl,50.55,3260.1,0,0,0,1,0,0,0,0,0,0,0,0
6818-WOBHJ,2024-01-01,68,month_to_month,bank_transfer,fiber_optic,89.6,6127.6,0,1,0,0,0,1,1,1,1,0,1,1
3082-YVEKW,2024-01-01,23,two_year,bank_transfer,dsl,77.15,1759.4,1,0,1,1,1,0,1,0,1,1,1,0
4737-AQCPU,2024-01-01,72,two_year,credit_card,dsl,72.1,5016.65,1,1,1,1,0,0,1,0,1,1,0,0
4853-RULSV,2024-01-01,70,two_year,credit_card,fiber_optic,104.0,7250.15,1,0,0,1,1,1,1,0,0,0,1,1
5766-ZJYBB,2024-01-01,1,month_to_month,mailed_check,none,19.4,19.4,0,0,0,0,0,0,0,0,0,0,0,1
2668-TZSPS,2024-01-01,1,month_to_month,mailed_check,none,20.45,20.45,0,0,0,0,0,0,0,0,0,0,0,0
3192-LNKRK,2024-01-01,34,month_to_month,mailed_check,fiber_optic,84.05,2909.95,0,0,1,0,1,0,0,0,1,1,1,0
5315-CKEQK,2024-01-01,28,one_year,electronic_check,dsl,51.0,1381.8,0,0,0,0,0,0,1,1,1,1,1,0
5914-DVBWJ,2024-01-01,18,month_to_month,electronic_check,fiber_optic,85.45,1505.85,0,1,0,1,0,0,1,1,0,0,1,1
7998-ZLXWN,2024-01-01,15,month_to_month,credit_card,none,20.45,330.8,0,0,0,0,0,0,0,0,1,0,0,0
6328-ZPBGN,2024-01-01,11,month_to_month,bank_transfer,fiber_optic,95.15,997.65,0,0,0,0,1,1,1,1,0,0,1,1
9530-EHPOH,2024-01-01,11,month_to_month,electronic_check,dsl,53.75,608.0,0,0,1,0,0,0,1,0,0,0,0,1
1853-UDXBW,2024-01-01,1,month_to_month,electronic_check,fiber_optic,70.0,70.0,0,0,0,0,0,0,0,0,1,1,1,1
2672-TGEFF,2024-01-01,37,month_to_month,electronic_check,fiber_optic,88.8,3340.55,0,1,0,0,1,0,1,0,1,1,1,0
1902-XBTFB,2024-01-01,22,month_to_month,electronic_check,fiber_optic,89.4,2001.5,0,1,1,0,1,0,0,0,0,1,1,1
1640-PLFMP,2024-01-01,1,month_to_month,electronic_check,fiber_optic,70.25,70.25,0,0,0,0,0,0,0,0,0,0,1,0
3679-XASPY,2024-01-01,1,month_to_month,electronic_check,none,19.45,19.45,0,0,0,0,0,0,0,0,1,1,0,0
7356-IWLFW,2024-01-01,46,month_to_month,bank_transfer,fiber_optic,80.0,3769.7,0,1,0,0,0,0,1,0,1,1,1,0
