customer_id,snapshot_date,tenure_months,contract_type,payment_method,internet_service,monthly_charges,total_charges,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,multiple_lines,senior_citizen,has_partner,has_dependents,paperless_billing,churn
5649-TJHOV,2024-01-08,27,month_to_month,bank_transfer,dsl,36.5,1032.0,0,0,0,0,0,1,0,1,1,0,0,1
4324-BZCKL,2024-01-08,10,month_to_month,mailed_check,dsl,55.55,551.3,0,1,1,0,0,0,0,0,1,1,1,0
5494-HECPR,2024-01-08,1,month_to_month,electronic_check,fiber_optic,80.25,80.25,0,0,0,0,1,0,0,0,0,0,1,1
1396-QWFBJ,2024-01-08,21,month_to_month,bank_transfer,fiber_optic,74.05,1565.7,0,1,0,0,0,0,0,0,1,1,1,1
0547-HURJB,2024-01-08,12,month_to_month,credit_card,none,21.05,235.8,0,0,0,0,0,0,0,0,0,1,0,0
7239-HZZCX,2024-01-08,1,month_to_month,mailed_check,none,19.75,19.75,0,0,0,0,0,0,0,0,0,0,0,1
4698-KVLLG,2024-01-08,51,two_year,credit_card,none,19.6,967.9,0,0,0,0,0,0,0,1,0,0,0,0
0319-QZTCO,2024-01-08,3,month_to_month,credit_card,dsl,58.7,168.6,0,1,0,0,1,0,0,0,1,1,1,0
4056-QHXHZ,2024-01-08,72,two_year,mailed_check,fiber_optic,107.45,7576.7,1,0,1,1,1,1,1,0,1,1,0,0
0415-MOSGF,2024-01-08,1,month_to_month,mailed_check,dsl,44.4,44.4,0,0,0,0,0,0,0,0,0,0,0,1
6432-TWQLB,2024-01-08,5,month_to_month,electronic_check,fiber_optic,85.4,401.1,0,1,0,1,0,0,1,0,1,0,1,1
1069-XAIEM,2024-01-08,1,month_to_month,electronic_check,fiber_optic,85.05,85.05,0,0,0,0,0,1,1,1,0,0,1,1
1767-CJKBA,2024-01-08,66,two_year,mailed_check,none,25.1,1697.7,0,0,0,0,0,0,1,0,0,0,0,0
9068-VPWQQ,2024-01-08,61,two_year,credit_card,dsl,75.35,4729.3,1,0,1,1,0,1,1,0,1,0,0,0
8818-XYFCQ,2024-01-08,32,month_to_month,credit_card,fiber_optic,99.55,3204.65,1,0,0,0,1,1,1,0,1,1,1,1
